Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nigeria,NGA,61.3469513943194,47.476536262944,37.364997021335,35.6959767544979,24.9262589594456,28.0209898804991,26.9804699021193,25.7423212430338,24.6436085917551,20.1607828978707,18.1731317261725,22.3201293158696
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Norway,NOR,29.5300456085136,36.480211368764,40.2682912151033,34.2633960705792,34.7379593706229,36.9858589182529,36.7891537730211,35.5890849678515,33.9684396019278,30.941279926725,28.2922023258022,29.8953775456539
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Oman,OMN,54.0964633087761,59.1552675785937,66.9358316857474,59.6039838110646,64.0854332978535,71.6490892734094,70.4717333062027,67.5458345413811,63.9683710784628,54.6686174228127,47.1736592200514,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Pakistan,PAK,22.3613017357386,21.7156533095877,21.7373995231332,19.1914941748328,19.7194846894423,20.5017880943991,21.2988102661312,20.2169364090313,20.0251621004652,19.0909951535221,18.2571020895745,17.9422738005438
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Palau,PLW,..,14.0080223858689,8.7014015574667,8.7084567048701,9.7349759740281,8.5595790238608,7.95270215170261,7.56645490530667,7.1759156508605,6.6876300186739,8.91034615814084,8.66986595176102
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Panama,PAN,19.392813174205,21.5483007107785,19.8316759122554,19.2497272781141,19.2090399279931,19.837190235779,21.535360123464,25.137476772475,26.634557218638,27.8028799119813,28.1883666991194,28.6671614591839
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Papua New Guinea,PNG,30.4108900591639,39.3290741387457,34.3900736227469,29.7722800112454,33.1724814203138,31.3353032221753,27.5736951230506,26.5396785482282,31.892177589852,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Paraguay,PRY,..,33.115722520894,27.176955629009,29.2462912917639,27.2254898929791,26.4613512663216,27.393489761216,25.7227091889125,26.0254467219954,26.7419686492322,27.5088208797127,26.9824342122446
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Peru,PER,..,29.0341336995526,36.3269344719167,33.551682543695,35.7720066029406,37.2361002771383,35.5335533553355,33.8525208306509,31.6495231822418,29.764121150393,30.0003246738188,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Philippines,PHL,34.4721727902031,34.4560676383126,32.8777717996913,31.7101784452376,32.5682846082801,31.347181535998,31.246286217416,31.1157837572315,31.3339812678174,30.8963280157335,30.7467126768941,30.4522981207251
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Poland,POL,..,28.8833677807644,29.1079250024688,29.805612560195,29.1769586618123,29.8323870453861,29.7433757307025,28.6219706137082,29.4418610871576,30.2711693727659,29.837240945919,27.8838649857058
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Portugal,PRT,..,24.4498804569805,20.4369264373899,19.8506522067854,19.9077160153983,19.3294979028315,19.0991846225889,18.8821801122172,18.9309214797828,19.533324852856,19.3528492876464,19.4131632269985
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Puerto Rico,PRI,41.9740360703477,39.028196908356,47.3982531012935,49.4324683517683,50.901254901492,49.7847220679038,49.6384574183182,49.2639336261591,49.9339162757282,50.3074842331315,50.1553299154087,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Qatar,QAT,..,204.231550908022,76.0706611326007,96.6153773182092,94.7689844889528,73.2142681700731,73.4692107035411,71.768350592851,69.7579989822263,58.5022401321553,51.8953011668243,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Romania,ROU,45.8794731320667,30.1136999801908,36.7951442412951,36.4207868864793,37.480040066198,38.3246059512254,32.5457578876099,32.2375348259331,31.5169224100927,29.9437247994657,30.2215751517233,30.0566516856865
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Russian Federation,RUS,45.0035703197765,33.919185282523,30.7869183865997,29.3269530630914,29.9996149017999,29.2585493507915,29.2562869848459,28.20520829031,27.9041979814555,29.7750231436739,29.2819513687336,30.0467441733437
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Rwanda,RWA,24.6241717549968,15.8138083328033,14.6079219305454,14.1558515059984,14.8167632269348,16.529780172812,16.5289479968503,17.1996161189463,17.1836887991984,16.9775130601732,16.3696237673086,15.7651607726607
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Samoa,WSM,..,24.7074636361657,29.4024327594407,24.84508195325,25.7809187192541,26.4678854669699,26.3209056305733,25.6397958134914,26.5548910023859,24.2580333329571,23.8946100069601,22.4941397093296
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sao Tome and Principe,STP,..,..,15.6164167398659,18.6896239765258,17.3908354223026,16.6680989436607,15.8628856840342,15.7375221146048,16.8937997652212,14.5690966521157,15.5197752992749,15.0525651500111
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Saudi Arabia,SAU,49.1562375016633,54.1666828242917,66.7566505475473,55.0200513697885,58.384209832808,63.6763708824436,62.6911645367628,59.8624593764628,57.1758397995456,45.2724464706401,43.157451029133,44.9962870054855
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Senegal,SEN,19.925176381696,20.4626972229263,20.114980975404,20.5345138364528,20.4555396880286,21.5468722196872,21.3945317642463,20.8008285761819,20.868345662305,20.7936415236337,20.2649333915924,20.5178653075034
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Serbia,SRB,..,30.766245982408,24.0901315203701,24.0172718683888,23.6791303054483,24.8389200822453,25.3940379703813,26.6503893789795,25.1879354517686,25.9528368199198,25.7988416226893,26.3801208651407
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Seychelles,SYC,16.2574348025011,29.018301881422,15.6305346015087,14.0283239399983,14.018381888082,13.7073969384662,14.2414639350569,12.6221657228652,12.1537383998044,11.8221642106114,11.3530242887895,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sierra Leone,SLE,17.9694265444271,26.7592113729711,7.83421941767233,6.5472134157548,7.7813701706812,7.86962966215626,14.5343757529626,21.2285129376047,15.6140676976986,4.55592567514919,5.61093425761338,5.13776066381608
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Singapore,SGP,30.8416291646397,32.4647419737716,25.897233771257,26.4795003180184,26.0924472586798,24.7370295167658,24.6393923385479,23.1529145690259,24.0226957857306,24.2487925571,23.7241867295043,23.2125262836657
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovak Republic,SVK,..,32.2124897069062,34.4334401303353,30.7694269725717,31.9893216194175,32.1718224584988,32.3097468481337,30.1042540547427,31.3230155761261,31.1425966313843,31.4374407776941,30.9687221745642
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovenia,SVN,..,30.5835716043089,29.8977473433639,27.4591991584983,26.6630149391856,26.9047655501138,27.4755170389891,27.5970772169928,28.3708855483101,28.1565251196235,27.9828388061276,28.7680631481076
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,South Africa,ZAF,36.4068755832505,29.0657322439249,28.2842625966469,27.583616231277,27.3813389371501,26.9425407726202,26.6810604686634,26.6680915375127,26.5451352956164,26.0427252717413,26.0091425866096,25.8986689105508
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Spain,ESP,..,27.8850290135397,26.6129140630249,25.3896939165119,23.8223389935565,22.9465392559571,22.0317075633646,21.2433934910348,21.1001907845291,21.4269841240447,21.2973012600557,21.6141800625955
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sri Lanka,LKA,26.3276072862915,27.3180767964658,29.3711947494741,29.6714387318411,26.6441605645942,27.9956687157662,30.1300560907043,29.1627559065379,28.2979988688692,27.1695261892296,27.2869339069537,27.2013600760661
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Kitts and Nevis,KNA,24.9510698382822,26.9181790979351,23.0915909917119,24.8674093851038,24.9012170210106,23.2582116792359,20.9925300895207,21.8988060623789,23.3090582612651,24.1612566560431,24.286179212593,25.4529952555931
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Lucia,LCA,13.3979346084274,15.0681211031017,14.044327300873,14.0987658401183,12.3445610036121,12.0974787911326,11.9709111713786,12.225209778841,11.0941269253199,11.1899817707747,11.4435608085779,11.4600464541255
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Vincent and the Grenadines,VCT,16.3932761590308,17.1002001067361,16.0161199225908,16.196342328916,16.481138172405,15.6533287458559,15.1555127044107,15.3353468641798,14.8096152706844,15.308669114048,14.7653375907112,14.9936465994371
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sudan,SDN,14.6754477806659,20.0797178625874,31.7403558178575,23.0704635050589,26.9192522157841,26.1913583280437,3.3256662493268,2.69372385712974,2.52552628305931,2.07317293474527,2.31999902287648,2.31051233258148
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Suriname,SUR,22.482616533608,22.9042072521965,40.2351000206228,34.4613649182177,35.3456182773284,35.2753944090783,35.4022149202872,32.4068076085036,30.2474846767665,25.3835425383543,29.9265426052889,31.6567571910654
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sweden,SWE,27.6549371168138,26.8395762318105,25.851849643361,23.6361828415248,25.4360660842036,24.8905191932236,23.7442737733391,23.061325883463,22.8015616585891,21.6818655859957,21.6970479036288,22.1419187139496
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Switzerland,CHE,31.0735388766881,25.4392459376066,26.5027442585327,25.4975130241608,25.6005494375941,25.9608122956552,25.6600696657274,25.5325072444914,25.1644679357176,25.0697646031107,25.0097416589995,25.1746612193651
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Syrian Arab Republic,SYR,24.1502936704332,38.5707074755361,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tajikistan,TJK,37.5857338820302,35.2761304452314,24.5575251725363,24.5088106260756,24.9766261519968,22.4687490647166,22.0426346192666,22.9570045031152,22.3018427723154,24.3938216918449,27.2392149231427,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tanzania,TZA,16.1486854951227,17.9359090568995,20.4499309656545,18.6035160646819,20.3032286323935,22.7938510481965,21.8015769127607,22.7031492849457,23.2269898631502,24.3180523917663,24.9326615381891,26.3703886240286
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Thailand,THA,37.2247439615822,36.8395701388392,39.5854941602558,38.7075386057853,40.0126904222563,38.0724715381607,37.4282794563036,36.9790560892693,36.8357983692132,36.2204733001154,35.7783668393141,35.0326052758081
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Timor-Leste,TLS,..,31.0500673305029,85.6600017011536,78.9292182317565,78.750150569273,83.4836210509876,84.2322126164612,79.7551777005296,69.7900100949356,56.8620437498351,44.8191332193358,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Togo,TGO,22.5285025373846,18.3193632614856,18.1736291735594,15.9835493499596,16.1742095225732,17.6297437286299,18.435229297065,18.664694797614,17.2690681204094,17.6517456161813,16.9890443305934,16.8430615975911
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tonga,TON,11.7086629155454,18.619571050426,15.4297757037483,16.6063893911995,17.9458397642767,19.058064516129,18.8608543592306,16.3808548758638,16.1466749533872,16.9247133908521,17.2681281618887,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Trinidad and Tobago,TTO,38.2027949301268,38.3453992256286,54.8487853077692,40.3520083904183,45.8714641673981,50.442494162856,50.1094114483526,47.9755867382098,47.5220075421651,37.0372916860777,35.4280143870382,38.247529640638
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tunisia,TUN,29.7881782963655,26.6524650650794,31.4526722612443,27.7695595563524,28.978740613279,29.8067053069984,29.6375208942156,28.7566156225173,26.9004827330115,25.2000444149395,24.4318904239493,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turkey,TUR,31.0610690169089,26.9025908186022,26.2365464886207,24.055985068389,24.6017613073969,26.9358082841494,26.7741371112872,27.6961364539218,28.1951702773248,27.904289409766,28.1832962270675,29.1880085559002
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turkmenistan,TKM,30,41.0606930882634,60.5457853244391,60.9102428355696,59.1311643516361,65.8692912440737,66.5798559141072,63.4277120836429,60.6696011092838,56.9662733930999,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tuvalu,TUV,14.5422379478107,6.84954624656679,12.9015285777581,11.4363003251892,5.57445091370266,9.00319593298532,7.97424943938932,7.71209708820186,7.68476272326911,7.27634624923753,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Uganda,UGA,10.4146329230593,21.4381815994678,25.7681100355582,20.1901595926438,18.1270185015509,20.1561975025092,21.3068424788209,20.6300660731575,20.4105342203512,20.0099173968827,20.676314977764,19.9843931385053
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ukraine,UKR,42.6075510081972,30.8055506556124,29.2236956466707,25.8266044046883,25.8983680858594,25.1092507563514,24.5422231144846,22.5684173743071,22.8189915653958,21.7885548421358,22.9869141341282,23.9855242514047
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United Arab Emirates,ARE,58.9023505708529,48.5170116316395,58.0179784435584,52.044956000368,52.5496032864644,58.0511577307716,57.4636326365648,55.0200674265532,52.7781098680802,43.9090333328011,41.4486809512769,43.5967934679329
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United Kingdom,GBR,27.8916136650462,22.5369583640535,19.00885678364,18.0057873760408,17.9941223272445,18.050630495969,17.9224732602471,18.1540197905457,17.8297738454119,17.848223442438,17.9851791183363,18.5739076322683
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United States,USA,..,22.4044435957253,20.9676074774051,19.6290038747494,19.784601024353,20.0045764363099,19.9115840511338,20.0656270487578,20.2282668494571,19.4418559058986,18.8804339773336,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Uruguay,URY,34.6424446889034,21.8355814331198,22.7673513100076,24.0794070419123,24.5288557130516,22.7051202488207,22.862228924235,23.6692403395214,24.7006411482149,25.4417580559805,25.5392781241608,24.2817261875408
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Uzbekistan,UZB,33.3141126843949,20.2299630141232,29.0650709010567,30.3526438159739,30.3197875242634,30.0424558365349,30.2516203015849,30.5188169930044,30.6121371525111,31.4990602898696,30.0800915681092,30.0542594337881
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Vanuatu,VUT,14.0869377629166,11.2229908389199,8.85126690148847,10.8754741319738,12.3159382730593,9.71738179560623,7.53296968860043,7.86512407160666,8.12676180965503,11.3857631333541,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Venezuela, RB",VEN,59.6756585253347,46.4048482561673,50.6124593374834,40.8120935299234,48.4086022795909,48.6321324133785,45.1601984347976,44.7261612207658,37.2446888923877,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Vietnam,VNM,22.6742938863068,36.7307753268455,37.0776963788801,37.3881863793419,32.1318937375917,32.2444134279177,33.5577933080444,33.1900402370139,33.2143938224252,33.2500807324448,32.7150421754965,33.3389711407494
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,West Bank and Gaza,PSE,..,21.4924888724036,18.9930321420544,19.5371618832723,20.2308960967565,20.2371624591511,21.9036473571289,20.2276370631613,19.9731039038661,18.8945001183619,19.5587567128716,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Yemen, Rep.",YEM,30.9797374930724,46.4262659060429,44.8583824333211,52.7975047629498,43.7804312569095,46.4660961670498,46.5440022144453,43.8808589229726,44.0381122980088,58.7806141887673,91.1942039307164,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Zambia,ZMB,45.2940709370037,23.2438941549244,30.9906155705809,30.2244688791227,32.2388621614366,34.4434262162103,32.0103448144523,32.6041346589088,32.9443336342369,33.6577215427326,34.8771390757897,35.7074244481565
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Zimbabwe,ZWE,29.8036672372728,..,30.4829618515087,23.6985345691418,24.1751441306174,24.9989422199323,23.2250353015863,22.8774069081166,22.5222768802453,21.1595847417388,20.1911756660985,21.5451466974784
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Arab World,ARB,45.2574412162939,57.8465195012677,56.0117729853325,49.5430075031755,52.166026093438,54.3266294003572,53.4380955096203,51.504749684099,49.7401160391496,41.3341224973065,39.2128274422937,38.1469186185514
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Caribbean small states,CSS,27.079780458605,25.8413216374776,32.5196028688502,26.3986503905484,28.4778666801067,30.2494935878135,30.0934206589828,29.1256777752708,28.8788771014634,24.5234599329172,24.5714913274224,27.0423554990177
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Central Europe and the Baltics,CEB,..,29.2375423509135,30.3615172338609,29.899374922452,29.8001136808905,30.3496798942817,29.4931781608598,28.7408441937064,29.3167168166455,29.4089197204144,29.1353703763854,28.4384004739309
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Early-demographic dividend,EAR,33.2576990271033,33.3773804032511,36.8444221523697,33.7225769743261,33.974623060858,35.1102064943691,34.4869929799229,33.6779512717916,32.7359673783394,30.4081270068083,29.9330205796216,29.4759101099755
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,East Asia & Pacific,EAS,..,37.1271850107888,36.3812336087913,35.4124694913577,35.8862703179966,35.412161283647,34.9042757062764,34.4110828359199,34.3908949672466,33.8192305038771,33.5652884825827,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,East Asia & Pacific (excluding high income),EAP,40.2156853018574,44.0812180885935,45.69442115494,44.6300711259867,44.7204404301677,44.709424325569,43.8066436037145,42.6979771036454,41.9547552276766,40.0415772343583,39.1084656817474,39.5393151370384
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,40.2156853018574,44.0804741839347,45.6935061024845,44.6291825756104,44.719575036223,44.7085301297161,43.8057567272843,42.6971081089723,41.95389493411,40.0407512084528,39.107717731552,39.5385498358328
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Euro area,EMU,..,25.2243140083383,23.7428640550406,22.3223396091282,22.5678388802706,22.5609152689447,22.3666713412215,22.0672404941794,21.9661991748933,22.2210686024594,22.1621197637998,22.0038896074079
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Europe & Central Asia,ECS,..,26.1606595212695,24.8180977872112,23.3543738648852,23.6229002352951,23.721861406048,23.4749072221816,23.1620556969123,23.0157774447586,23.163494803249,23.0410373807549,23.1181782610098
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,40.7628881715386,31.4260871917034,30.8498255793578,29.1702491558018,29.7654339996515,29.9810564861549,29.4718509327792,28.9098954074188,28.706437448969,29.1392475779096,28.8962074335665,29.6344138597518
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,40.7628881715386,30.9479261580455,30.4838302934228,29.1662707929677,29.5673315494932,29.8428963002916,29.3960602012764,28.7568422666819,28.700332377746,29.1780077010234,28.9091208464979,29.2494940670985
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,European Union,EUU,..,25.1054108647402,23.5151468025216,22.2005902857696,22.4145274810571,22.4460848205365,22.1875022745233,21.9276856099339,21.8283832855513,21.999392227582,21.9707387780793,21.8831258806694
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Fragile and conflict affected situations,FCS,..,42.0076028214002,44.2131905868109,34.7331288876658,35.9776229151108,39.0430020195539,35.7439685350499,34.8028511764613,34.8983845034491,30.6027869181135,31.4749484491279,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,20.6465093869515,22.193891692786,24.810171992052,22.8740531089561,23.643888360493,24.9566656286904,22.0886455853139,22.134287496911,22.2271549514445,21.491334060622,22.095437586778,22.6353262373972
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,High income,HIC,..,26.4835074635383,24.9172979694886,23.4445747313602,23.9441043774538,23.9716580246228,23.7866401233894,23.6689253456826,23.7369871650523,23.1933373576505,22.9017108989137,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,IBRD only,IBD,37.291028319146,36.3782755653242,37.6053644094834,35.8144788103395,36.2539899669556,36.5381540108065,35.7197576618083,34.7600158647673,34.00104187536,32.4788880892727,31.7346500275032,31.7480371940479
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,IDA & IBRD total,IBT,36.8364514431429,35.8230351089719,36.961087801061,35.2061545051874,35.5064627360217,35.8635634561781,35.0289175772433,34.1048766224446,33.3865342590059,31.8984563897423,31.234825005804,31.217201079485
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,IDA blend,IDB,40.01802157346,33.3673050827157,30.3491600938087,28.4837763409837,24.3407456493434,25.8959350796619,25.6467282381196,24.6491878382782,24.0756138304628,21.3911228761285,20.0353310213433,21.6058475092337
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,IDA only,IDX,20.4839727802941,22.7200655627247,24.2280133391725,23.6757802629372,23.8478252003754,25.2471088712341,23.4321488524844,23.6146089675625,23.931041973793,24.6280089140941,26.8383216190372,23.9486989575319
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,IDA total,IDA,29.8909967519238,27.512179528702,27.0850135360876,25.9198770461652,24.0782343495277,25.5503941071064,24.4673247171552,24.0977861166539,23.9985719188216,23.1286191878677,23.6838416398832,22.8026836432867
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Late-demographic dividend,LTE,39.8788521621235,39.3267007800655,38.9808980497251,37.9112297387011,38.8078730307246,38.7541683707512,37.9637881117898,36.8646911141984,36.1466937643883,34.7311060281314,33.7441318158841,33.6623493151166
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Latin America & Caribbean,LCN,33.370700977239,28.5647613708613,29.8307965431428,27.7228584440625,29.0933433676918,29.4586595551728,28.7318773228103,27.7746758040207,26.7510029791667,24.6583732213284,23.8900702122196,23.532643410069
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Latin America & Caribbean (excluding high income),LAC,32.9453922332951,28.6677317377962,29.8284180835055,27.4478174351283,28.9759149123676,29.4671700374589,28.7626755956774,27.6904242546653,26.4256817729801,24.0948791938268,23.3110741323954,23.302006054924
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,33.5248328395281,28.5136075688731,29.7656092749268,27.5667962077345,28.9552859177274,29.3543432196512,28.5837578986461,27.5892884278247,26.5388841547174,24.3601438039527,23.5463334173551,23.5517798765342
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Least developed countries: UN classification,LDC,21.0791626242514,27.5227916640078,24.8845042982115,24.2117882448777,24.5269437182805,25.7768915284624,23.5022527154789,23.5944802837677,23.995375596889,24.8478505281214,27.2907489327687,23.6289624756142
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Low & middle income,LMY,36.8315398800169,36.3205350072814,37.4641687906647,35.6179560636058,35.938930380106,36.3074503360946,35.4647838155908,34.529724172437,33.7336221772088,32.1814998912307,31.551275026436,31.5950914924238
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Low income,LIC,20.0337276426058,25.0206207531613,22.8729379035257,22.8107756254276,22.1278145305846,23.4102527914169,23.316525227798,23.2319840836702,23.7663793144982,25.411135268085,29.6845210159637,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lower middle income,LMC,31.9228416005879,31.997822557817,33.5643386813341,32.6430387105478,30.9179905774563,31.4335736687267,30.9666705853231,30.2399695337857,29.7698976883954,28.6668998255581,27.977110894023,28.1806571300521
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Middle East & North Africa,MEA,43.4615098978695,52.1606382113078,51.7767830449795,46.1472669868328,48.4160876218046,50.631041827663,49.6907640645969,48.149517465398,46.2337004800919,38.6595783711228,37.1877786773483,35.2671908436071
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Middle East & North Africa (excluding high income),MNA,36.7455176799656,42.9743018799786,47.0809574692545,40.3873383074166,41.4513755444847,43.754234543019,42.0844868182493,41.111577664201,39.428119587513,33.898808315207,33.747405775575,28.3798517042151
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,36.7455176799656,43.1285604745868,47.2794570109652,40.5443511205323,41.6111769344572,43.9313304854713,42.236459171402,41.2687030791094,39.5744941376872,34.0116968833121,33.8541575334715,28.3798517042151
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Middle income,MIC,37.1339876546567,36.5194702145604,37.6925393983721,35.8192509089278,36.1546419843315,36.5088877291835,35.6545237596382,34.7061688816026,33.8892892426335,32.2892743183332,31.5810763017245,31.7034717311801
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,North America,NAC,..,22.3990640763589,21.7564674983891,20.1518351775195,20.4078220268805,20.6806644473428,20.5515376238557,20.6964353155341,20.8912190984362,19.4418559058986,18.8804339773336,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
